,text,airline_sentiment,demoji,cleaned,no_sw,wo_stopfreq,wo_stopfreq_lem
10473,"@USAirways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? It certainly didn't at 4:17pm. http://t.co/emRUbu4WzD",negative,"@USAirways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? It certainly didn't at 4:17pm. http://t.co/emRUbu4WzD"," status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? it certainly didn't at 4:17pm. http://t.co/emrubu4wzd","status shows ""delayed"" ""waiting takeoff"" depart? 4:17pm. http://t.co/emrubu4wzd","status shows ""delayed"" ""waiting takeoff"" depart? 4:17pm. http://t.co/emrubu4wzd","status shows ""delayed"" ""waiting takeoff"" depart? 4:17pm. http://t.co/emrubu4wzd"
10474,@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels,negative,@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels, you're right it is not fun. especially when i do not have much of a choice. lol. #curvygirltravels,fun. especially choice. lol. #curvygirltravels,fun. especially choice. lol. #curvygirltravels,fun. especially choice. lol. #curvygirltravels
10476,"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again, US airways.",negative,"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again, US airways."," and my rebooked flt is not until monday?? and i do not get a voucher for a hotel?! never again, us airways.","rebooked flt monday?? voucher hotel?! again, airways.","rebooked flt monday?? voucher hotel?! again, airways.","rebooked flt monday?? voucher hotel?! again, airways."
10480,@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?,negative,@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?, how is it that my flt to ewr was cancelled flightled yet flts to nyc from usairways are still flying?,flt ewr cancelled flightled flts nyc usairways flying?,flt ewr flightled flts nyc usairways flying?,flt ewr flightled flts nyc usairways flying?
10481,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive,negative,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive, flight sf to nyc only made it to philly. ur customer service is telling me no refund for the last leg? #offensive,flight sf nyc made philly. ur customer service telling refund leg? #offensive,sf nyc made philly. ur telling refund leg? #offensive,sf nyc made philly. ur telling refund leg? #offensive
10489,"@USAirways I was told a ""return call"" by a human",negative,"@USAirways I was told a ""return call"" by a human"," i was told a ""return call"" by a human","told ""return call"" human","told ""return call"" human","told ""return call"" human"
10490,"@USAirways guys I need help my reservations, tried calling and I'm told to call Late Flightr. Please help me here.",negative,"@USAirways guys I need help my reservations, tried calling and I'm told to call Late Flightr. Please help me here."," guys i need help my reservations, tried calling and i'm told to call late flightr. please help me here.","guys reservations, calling told call late flightr. here.","guys reservations, calling told late flightr. here.","guys reservations, calling told late flightr. here."
10492,"@USAirways @PHLAirport Cancelled Flighted flight due to weather no problem, but wait for luggage for 4 hours?? IT MUST BE DELIVERED!!",negative,"@USAirways @PHLAirport Cancelled Flighted flight due to weather no problem, but wait for luggage for 4 hours?? IT MUST BE DELIVERED!!"," cancelled flighted flight due to weather no problem, but wait for luggage for 4 hours?? it must be delivered!!","cancelled flighted flight due weather problem, wait luggage 4 hours?? delivered!!","flighted due weather problem, wait luggage 4 hours?? delivered!!","flighted due weather problem, wait luggage 4 hours?? delivered!!"
10493,"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe",negative,"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe"," comin in clutch and sending me to charlotte then home, i hate u , except for wayne u a real g #thankjesus #thankme","comin clutch sending charlotte home, hate , wayne real g #thankjesus #thankme","comin clutch sending charlotte home, hate , wayne real g #thankjesus #thankme","comin clutch sending charlotte home, hate , wayne real g #thankjesus #thankme"
10496,"@USAirways Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you",negative,"@USAirways Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you"," every time i try, the line is disconnected b/c the system says you have too many calls. glad your screw up matters so much to you","time try, line disconnected b/c system calls. glad screw matters","time try, line disconnected b/c system calls. glad screw matters","time try, line disconnected b/c system calls. glad screw matters"
10497,"@USAirways, another hour gone &amp; they sit with more snow on them! Seriously?! http://t.co/Fupf0UAyir",negative,"@USAirways, another hour gone &amp; they sit with more snow on them! Seriously?! http://t.co/Fupf0UAyir",", another hour gone &amp; they sit with more snow on them! seriously?! http://t.co/fupf0uayir",", hour &amp; snow them! seriously?! http://t.co/fupf0uayir",", hour snow them! seriously?! http://t.co/fupf0uayir",", hour snow them! seriously?! http://t.co/fupf0uayir"
10498,"@USAirways already did. I travel for a living, no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX.",negative,"@USAirways already did. I travel for a living, no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX."," already did. i travel for a living, no help at all that it will take 3-4 weeks for any repair. and i have to pay to ship to tx.","did. travel living, 3-4 weeks repair. pay ship tx.","did. travel living, 3-4 weeks repair. pay ship tx.","did. travel living, 3-4 weeks repair. pay ship tx."
10499,"@USAirways We did. @AmericanAir said to open one with you, too.",negative,"@USAirways We did. @AmericanAir said to open one with you, too."," we did. said to open one with you, too.","did. open you, too.","did. open you, too.","did. open you, too."
10500,@USAirways ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3),negative,@USAirways ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3), ...be found when he checks in. now no info. please dm me and help me fix this now. (3/3),...be found checks in. info. dm fix now. (3/3),...be found checks in. info. dm fix now. (3/3),...be found checks in. info. dm fix now. (3/3)
10501,"@USAirways to a booked hotel for the night so I had to find him a room at midnight. Then say his bags will be on the plane, but can't (2/3)",negative,"@USAirways to a booked hotel for the night so I had to find him a room at midnight. Then say his bags will be on the plane, but can't (2/3)"," to a booked hotel for the night so i had to find him a room at midnight. then say his bags will be on the plane, but can't (2/3)","booked night find room midnight. bags plane, (2/3)","booked night find room midnight. bags plane, (2/3)","booked night find room midnight. bags plane, (2/3)"
10502,@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3),negative,@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3), this is ridiculous. you delayed my husband's flights &amp; made him miss his connection. told him to leave his bags. sent him (1/3),ridiculous. delayed husband's flights &amp; made miss connection. told leave bags. (1/3),ridiculous. delayed husband's flights made miss connection. told leave bags. (1/3),ridiculous. delayed husband's flights made miss connection. told leave bags. (1/3)
10503,@USAirways Been tweeting with the team at @AmericanAir who informed me that the problem is that you never sent his bags to them yesterday.,negative,@USAirways Been tweeting with the team at @AmericanAir who informed me that the problem is that you never sent his bags to them yesterday., been tweeting with the team at who informed me that the problem is that you never sent his bags to them yesterday.,tweeting team informed problem bags yesterday.,tweeting team informed problem bags yesterday.,tweeting team informed problem bags yesterday.
